variable,case,original,cityseer,osmnx,parenx-voronoi,parenx-skeletonize,neatnet
edge_length,Aleppo,0.9753669883574582,0.9704474639841347,0.9751525420244728,0.983230786102662,0.98349249254033,0.9881839099775088
edge_length,Auckland,0.9745765876171113,0.9748355045151627,0.974297330034526,0.9703645148177226,0.9665684598535886,0.930461066066131
edge_length,Bucaramanga,0.9732955481155575,0.9365295692139938,0.9731406001352595,0.9742509983382726,0.9743570540072494,0.9928997420484819
edge_length,Douala,0.9862152353106418,0.9871202887102505,0.9855385470966865,0.9957804417044208,0.9955172252218475,0.9953899957422676
edge_length,Liège,0.950876819205879,0.9510113946420885,0.9505592131230796,0.9550755722083715,0.9552950013989113,0.9553507607286366
edge_length,Salt Lake City,0.863663772289048,0.8654434317570117,0.8627606436611706,0.8856542739763137,0.8889691346066959,0.9343525012911635
edge_length,Wuhan,0.8841932184597479,0.8885668097635783,0.8827821897613035,0.8893721768109308,0.8899822356583906,0.9018599817531738
node_count,Aleppo,0.7709240365502031,0.9691934636256658,0.9179739525042091,0.9741175902466945,0.9670200728058187,0.9902853997959808
node_count,Auckland,0.6120543711982106,0.8817076989668915,0.7756023822272049,0.9168555391433935,0.918041735459395,0.9565541180910837
node_count,Bucaramanga,0.6274739413477681,0.9428745836328843,0.7196791546415752,0.9692313099031283,0.9641932320766124,0.9810807660334183
node_count,Douala,0.7168303241833813,0.9735037231425739,0.9315217010270783,0.98914999784256,0.984499866278218,0.9970200611518109
node_count,Liège,0.7808690776483485,0.9430038686432964,0.8451167772858472,0.9506450477052241,0.9416674345153412,0.9604369092540446
node_count,Salt Lake City,0.6080099924660899,0.8922275119618782,0.8377480429575996,0.8476202900532822,0.8372762301663063,0.9248653959796788
node_count,Wuhan,0.6306728995559998,0.8884019284799904,0.8213959619894382,0.8516739915460665,0.8393663543293532,0.9109422611996281
stroke_count,Aleppo,0.9711430457639815,0.9622733959139864,0.9627070387433685,0.975122317266964,0.9677965293113707,0.985032302836003
stroke_count,Auckland,0.9101941581780232,0.9265057219145166,0.8887548300987319,0.957407707587103,0.9366795109622033,0.9372832667852141
stroke_count,Bucaramanga,0.9722630794337932,0.928719763385401,0.958220387017354,0.9699615528748452,0.9595357818611591,0.9896995351304647
stroke_count,Douala,0.9840636700624922,0.9724065489477461,0.9543813820564453,0.9893323742627224,0.9745429408239693,0.9959012358118424
stroke_count,Liège,0.9461086971466007,0.9413868892221063,0.9391809326486571,0.9469264881390407,0.9333997682771175,0.9538438382185483
stroke_count,Salt Lake City,0.8738088345845532,0.8652564698260433,0.8423171305167487,0.8786220760028279,0.8382524528766124,0.9275106842481331
stroke_count,Wuhan,0.8636547090379012,0.8636735628786505,0.851974710262963,0.852877804791102,0.8356525364944973,0.8733004517189055
stroke_length_max,Aleppo,0.8958094122582646,0.866328437003106,0.7521901625743684,0.781331393710306,0.4463534655940551,0.8817089696332929
stroke_length_max,Auckland,0.8905611247995785,0.8420204580858607,0.7179938870475016,0.7004906892100827,0.4043701086099302,0.8106530435899428
stroke_length_max,Bucaramanga,0.9378523707621474,0.8493641996549757,0.7257839521202404,0.7856354284306458,0.6324165701047387,0.8938677862803981
stroke_length_max,Douala,0.9545782775662224,0.8937330007690488,0.771296706582912,0.8725679430301387,0.39975298482129173,0.94774403839327
stroke_length_max,Liège,0.8631424682753206,0.8269586770330318,0.7382683821563354,0.7112133337036781,0.384426781242915,0.8247641369979637
stroke_length_max,Salt Lake City,0.7715948099502913,0.753778092893087,0.6788940864119011,0.6380163338595419,0.40112140201902874,0.7327881319785642
stroke_length_max,Wuhan,0.8840741738520316,0.713457582277359,0.6437900833692162,0.5923162525367909,0.3665055758766998,0.710899141518937
stroke_length_sum,Aleppo,0.9427016224083069,0.9270063791939077,0.8386408682039588,0.8692836331029151,0.6418932341383959,0.9140272134465164
stroke_length_sum,Auckland,0.9295161063154601,0.9037785449818003,0.84047571719806,0.787952228308595,0.6107760521417133,0.8357897850312486
stroke_length_sum,Bucaramanga,0.9614393636048598,0.9205885716598514,0.8280677995876209,0.8858700758835825,0.7894978180699074,0.9250834472134298
stroke_length_sum,Douala,0.9669481681039737,0.9218285179767742,0.8286288613996925,0.8942724088188407,0.6270680593365004,0.9429882314812985
stroke_length_sum,Liège,0.9002080897497414,0.8777809548701465,0.8133827627834508,0.8150490843857692,0.6028384880249604,0.8627819124970831
stroke_length_sum,Salt Lake City,0.8437619850173668,0.8434425333610326,0.7492809250131232,0.7927747798565952,0.6633017551377072,0.8085375466025475
stroke_length_sum,Wuhan,0.9096426084771164,0.8143089297736134,0.6948438284605888,0.7307713652046769,0.5959021219217783,0.7547223496386046
